,datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
70176,2011-08-10 07:30:00,vallenar/ la serena (between),,,sphere,0.0,unknown,While traveling on a bus during the day I saw a motionless double white light object in the sky,8/21/2011,-29.958676,-71.249188
70258,2013-08-10 23:00:00,klang (selangor)(malaysia),,,triangle,60.0,1 minute,5 DOT TRIANGLE &amp;quot;SHAPE&amp;quot; CAUGHT ON TAPE&#44KLG&#44MALAYSIA.,8/30/2013,3.043061,101.440657
70289,1999-08-11 20:45:00,peterhead (scotland),,,egg,300.0,5 minutes,bright white object travelling very fast&#44trail dissipated after 1 second visible in daylight,8/30/1999,57.508123,-1.784066
70592,1964-08-01 02:00:00,(republic of ireland),,,circle,180.0,3 mins,There were lights on the object and there seemed to a haze around it,07/01/2002,0,0.0
70606,1966-08-01 20:00:00,moshi (tanzania),,,other,900.0,10-15 mins,We still do not have the technology to acieve what these objects did judging from the capabilities of our current space and aircraft,06/12/2002,0,0.0
70608,1967-08-01 05:30:00,far east,,,oval,1080.0,18 minutes,Object performed impossible maneuver at extreme altitude,08/07/2007,38.794595,106.534838
70644,1974-08-01 16:00:00,uk/scotland,,,circle,2.0,seconds,Silver circular Craft above hay field,12/23/2002,56.490671,-4.202646
70705,1984-08-01 02:30:00,bahamas,,,cigar,180.0,3 minutes,Myself and another person witnessed two &quot;ghost rockets&quot; while onboard a ship at sea,06/12/2007,25.03428,-77.39628
70753,1993-08-01 23:00:00,cyprus (mediterranean sea),,,triangle,300.0,5min,Copying over (with translation from Greek to English) a UFO sighting posted on the greek amateur astronomers forum AstroVox:  &quot;Witness,02/01/2007,35.126413,33.429859
70872,2002-08-01 01:00:00,middle caicos islands,,,light,45.0,45sec,lights in carbbean,8/28/2002,21.794551,-71.738522
70886,2003-08-01 00:15:00,cozumel (north of) (mexico),,,circle,3600.0,off and on for an hour or,Strange lights seen off a cruise ship in the Caribbean.,8/28/2003,20.422984,-86.922343
71011,2009-08-01 22:45:00,uk/england,,,fireball,300.0,5 minutes,A large slow moving fireball,08/05/2009,52.355518,-1.17432
71153,1999-08-12 00:00:00,natal province (s. africa&#44 east coast),,,disk,1200.0,20 mins,saw bright disc in sky which performed manouvers,11/20/2002,-28.530554,30.895824
71199,2001-08-12 18:30:00,singapore,,,fireball,900.0,15 min,This was reported on Channel News Asia (www.channelnewsasia.com.sg).  http://sg.cna.mediacorpnews.com/articles/2001/08/14/singaporenews,8/20/2001,1.352083,103.819836
71209,2001-08-12 23:36:00,south australia,,,disk,180.0,3 mins,they flew over crashed and dissapeaRED,6/23/2004,-30.000231,136.209155
71279,2005-08-12 11:45:00,argentina (weather website),,,unknown,0.0,,Is it possible to send you a photograph? As the site from where I downloaded it updates frequently&#44 I don&#180;t know if you will still be a,09/02/2005,-38.416097,-63.616672
71288,2005-08-12 22:05:00,uk/england,,,disk,0.0,ongoing,rhythmic flashing blue red green and white lights in the shape of a disc.north of england,09/02/2005,52.355518,-1.17432
71631,2006-08-13 23:30:00,skopje (macedonia),,,triangle,180.0,2-3min,orange-red object under Republic of Macedonia,10/30/2006,41.997346,21.427996
71632,2006-08-13 23:40:00,belfast (northern ireland),,,light,720.0,12mins,Clear night in Belfast Three lights in the sky moving erratically,10/30/2006,0,0.0
71664,2008-08-13 23:00:00,tehran (iran),,,oval,0.0,i don&#39t know,i was jaust taking photogarghs&#33,12/12/2009,35.696111,51.423056
71724,2011-08-13 20:00:00,malta (mediterranean sea),,,teardrop,0.0,,Illuminous light as bright as the sun.,8/21/2011,0,0.0
71755,2012-08-13 17:30:00,taipei,,,fireball,120.0,2 minutes,2 bright orange glowing balls hovering over Taipei Taiwan at a low altitude.,2/21/2014,25.091075,121.559834
71767,2012-08-13 22:15:00,cardiff,,,chevron,7.0,7 seconds,Wing Shaped Object with Faint Orange Glow moving Very Fast,8/19/2012,51.481581,-3.17909
71779,2013-08-13 11:55:00,heraklion (crete) (greece),,,light,2.0,2 seconds,Not a falling star.,8/30/2013,35.338735,25.144213
71902,2005-08-14 03:00:00,hungary,,,triangle,180.0,3 minutes,Moved at a decent speed. Not scary experience but eye opening. Many lights.,09/02/2005,47.162494,19.503304
71997,2010-08-14 22:00:00,singapore,,,teardrop,7200.0,2 hours,Lying on the beach hoping to look out for stars. It was a cloudy night. But&#44 when we looked up later the sky was clear and we saw sever,11/21/2010,1.352083,103.819836
72013,2011-08-14 03:00:00,hastings,,,changing,7200.0,2 hours,orb in sky,8/21/2011,0,0.0
72156,1969-08-15 22:00:00,phouc vinh (viet nam),,,unknown,120.0,2 mins,I was on perimeter guard duty with 3 others who were off watch and asleep.I remember this vividly and can&#39t ever forget it.while lookin,4/27/2007,11.296371,106.806039
72157,1969-08-15 23:00:00,ensenada (15 miles south of) (mexico),,,formation,120.0,one hour,My brother&#44 a friend&#44 and I witnessed six craft over Baja&#44 Calif&#44 beach in October of 1969,10/31/2003,31.866743,-116.596371
72286,1984-08-15 22:30:00,mexico,,,light,600.0,10 min,8/15/84    22:30    intense white light with two spheres        10 minutes     Object rises over desert accompanied by two spheres .,10/20/2005,0,0.0
72362,1994-08-15 11:30:00,uk/england,,,oval,15.0,15sec,White disc shaped moving very fast North west direction&#44good clear video footage taken,8/28/2003,52.355518,-1.17432
72381,1995-08-15 16:00:00,aleppo (syria),,,disk,300.0,5 minutes,A huge UFO sighting from Syria,8/24/2004,36.216667,37.166667
72400,1996-08-15 12:30:00,new zealand,,,circle,2700.0,45 minutes,I will only accept an email reply,06/06/2000,-40.900557,174.885971
72425,1997-08-15 21:00:00,soulatge (near st. paul) (france),,,oval,54000.0,1&#445 hours,very large 5 miles away staying in the air and 1000 ft above ground,4/22/2003,42.878268,2.505562
72565,2001-08-15 23:00:00,k.maras,,,rectangle,60.0,60secs,the objects were apart from each other moving at slow rate each one looked liked they were on different heights.,1/21/2008,0,0.0
72599,2003-08-15 01:30:00,lake macquarie (nsw&#44 australia),,,oval,900.0,15 mins,Very Distinctive and large glistening orange oval shaped craft hovering above us in our home city skies,8/28/2003,-33.093373,151.588982
72638,2004-08-15 21:00:00,al asad (near hit) (iraq),,,sphere,60.0,1 minute,Amber sphere in Iraq,02/01/2007,35.954358,38.253305
72650,2005-08-15 00:00:00,pescadero (los cerritos beach) (baja sur) (mexico),,,other,120.0,2 min,orb of light hovering over girl and boy in mexico&#44 then taking off into the sky,02/08/2011,0,0.0
72663,2005-08-15 15:00:00,phillipsburg (st. maarten),,,cylinder,5.0,5 seconds,Diamond shaped UFO over St. Maarten,08/07/2007,0,0.0
72667,2005-08-15 21:00:00,uss enterprise (at sea),,,,3600.0,1 hour,Unknown craft lands on carrier deck.,02/01/2007,30.710269,-87.019017
72676,2005-08-15 22:30:00,groningen (the netherlands),,,circle,60.0,1 minute,Groningen&#44 the Netherlands,10/30/2006,53.219384,6.566502
72708,2006-08-15 23:34:00,macedonia,,,unknown,0.0,,A STAR BUT CHANGING COLOURS AND LEAVES TRAIL AS IT MOVES,10/30/2006,0,0.0
72757,2009-08-15 01:15:00,((location unspecified)) (uk/england),,,unknown,3600.0,1 hour,On August 15th&#44 2009 at about 1:00am 1:30am clear night&#44 N-NW pulsating white light through telescope.  ((NUFORC Note:  Star??  PD)),8/27/2009,0,0.0
72769,2009-08-15 20:40:00,fishtoft (boston) (uk/england),,,light,180.0,3 minutes,Red Lights-Lincolnshire-UK,8/27/2009,0,0.0
72797,2010-08-15 03:34:00,sharjah (united arab emirates),,,light,30.0,30 seconds,4 white lights/dots in the sky going left&#44right&#44up and down,8/24/2010,25.357522,55.391865
72913,1990-08-16 20:00:00,seoul (south korea),,,light,9.0,9 sec,A bright small light coming toward at me very slowly.,05/11/2005,37.566535,126.977969
72964,2002-08-16 01:30:00,le garn (ard&egrave;che) (france),,,formation,,1&#39,5 strange luminous objects in Ard&egrave;che &#39s sky.,8/28/2002,44.307257,4.472312
72969,2002-08-16 21:00:00,kac (yugoslavia),,,disk,300.0,5 min,It appears on the sky just like that&#44 and then it just vanish...,8/28/2002,45.3,19.95
72977,2002-08-16 23:43:00,belgrade (near) (yugoslavia),,,disk,300.0,5 minutes,UFO on the cloudy sky,8/28/2002,0,0.0
73200,2001-08-17 01:45:00,mt. popocatapetl,,,changing,300.0,5 min,strange POPO lights with possable midnight vehicle-ufo interaction.,8/20/2001,43.916231,-123.964
73320,2010-08-17 16:29:00,dulan (taipei&#44 taiwan),,,sphere,120.0,minutes,Two UFOs over Central Mountain Range southern Taiwan&#44 2010,02/10/2012,36.302496,98.095844
73677,2013-08-18 12:40:00,tenerife south airport (tenerife),,,disk,120.0,2 minutes,It was a greyish black saucer hovering over Tenerife south airport that moved at supersonic speed.,09/09/2013,28.045772,-16.576216
73694,1967-08-19 22:20:00,novomikhailovka (ussr),,,fireball,180.0,2-3 min,Fireball shape object over the Black Sea shore,03/04/2003,0,0.0
73751,2001-08-19 23:45:00,bridgewater&#44 somerset (brent knowle) (uk/england),,,other,3000.0,50 mins,UFO sighting near Bridgewater&#44 somerset&#44 ENGLAND-,8/20/2001,40.623333,-74.601111
73819,2005-08-19 23:00:00,seaton (devon&#44 uk/england),,,diamond,600.0,10 minutes,seaton devon over the sea,10/11/2005,50.705313,-3.071873
73827,2006-08-19 20:00:00,halidiki (mount holomontas) (greece),,,sphere,37.0,00:37 seconds,saw between pine trees while driving&#44 flew from left 2 right&#44 centered then flew straight and disappeared,10/30/2006,40.3695,23.287085
73859,2007-08-19 22:50:00,gibraltar,,,other,30.0,30 seconds,Two star-like lights travelling in perfect line with eachother.   ((NUFORC Note:  ISS in formation with Space Shuttle??  PD)),10/08/2007,36.140751,-5.353585
73880,2009-08-19 11:00:00,italy,,,circle,0.0,?,UFO in photo taken in the Italian Alps,8/27/2009,0,0.0
74142,2003-08-20 13:45:00,caspian sea (south of) (iran),,,oval,20.0,20 sec,On August 20&#44 2003 &#44  at 1.45 PM (sunshine) Me and my Cousin were driving along the Caspian Sea from Chaloos(small beach city) to Shahs,09/09/2003,41.934977,50.668945
74181,2004-08-20 22:15:00,adriatic sea (near hvar) (croatia),,,formation,420.0,5-7 minutes,Triangle of lights moving in a straight line across the Agean Sea almost west-to-east.,10/27/2004,41.85509,17.290284
74342,2012-08-20 23:50:00,uk/england,,,unknown,2.0,seconds,Bright light shoots up then dissapears,9/24/2012,52.355518,-1.17432
74384,1996-08-21 11:30:00,france,,,other,360.0,5-6mins,Large spiral pattern in sky. wind blew cloud moved pattern didn&#39t 2 armed helicopters completly black arived at area warning of with li,03/07/1998,46.227638,2.213749
74578,2010-08-21 20:55:00,pretoria (south africa),,,light,420.0,5-7mins,12 Red\orange lights in sky?,8/24/2010,-25.746111,28.188056
74602,2011-08-21 21:00:00,midland,,,light,300.0,about 5 minutes,Multiple lights flying over city,10/10/2011,0,0.0
74707,2002-08-02 21:34:00,new zealand,,,other,1560.0,26 minutes,7 crafts&#44 big lights&#44 loud screaching noise&#44 extremely big&#44 dissapears and re-appears,8/16/2002,-40.900557,174.885971
74746,2005-08-02 22:28:00,international space shuttle,,,sphere,5.0,5 secs,Hi&#44 I was wondering if anyone else noticed the sphere that came into the live shuttle feed just after the astronauts entered the shuttl,09/02/2005,0,0.0
74892,1978-08-22 22:00:00,bermuda,,,disk,3600.0,1 hour,Incident was also documented in the Bermuda Royle Gazette newspaper 8-21-78 and 8-22-78.Me and my bride were on our Incident was docume,2/18/2001,32.3078,-64.7505
74927,1999-08-22 21:40:00,opole and lednica (between) (poland),,,sphere,900.0,1&#445 min,Being on a road&#44 from the car windows me and a woman have seen immobile lighting spherical object in dirction of SSW &#44 ~ 30 degrees hig,09/12/1999,50.9333,17.45
74971,2003-08-22 22:04:00,quintero (5 region)(chile),,,unknown,0.0,6,Small bright white light passing obove us...no noise&#44 no illumination&#44   travelling in a straight line towards the Pacific ocean,07/05/2005,-32.77231,-71.5333
75023,2007-08-22 21:00:00,songtan/pyongtaek (republic of korea),,,sphere,5.0,3-5 seconds,Mysterious Orb seen over Songtan&#44 South Korea,10/08/2007,37.075533,127.054377
75054,2009-08-22 21:30:00,uk/england,,,other,300.0,5 minutes,2 orange orbs gliding through the sky,8/27/2009,52.355518,-1.17432
75071,2010-08-22 21:00:00,san gennaro vesuviano (naples) (italy),,,fireball,30.0,30 seconds,A round ball (circle)&#44 colour like fire&#44 orange&#44 moving from left to right&#44 then it quickly became smaller like a point and disapperead,8/24/2010,40.860559,14.52807
75154,1998-08-23 20:30:00,north wales,,,circle,360.0,5-6mins,Round black circular object&#44sighted in a feild in north wales uk.,08/05/2001,0,0.0
75283,2009-08-23 21:20:00,uk/england,,,sphere,10.0,10 seconds,orange sphere glow,8/27/2009,52.355518,-1.17432
75453,2003-08-24 20:07:00,wellington (pukerua bay) (new zealand),,,circle,3.0,3 seconds,Very large circle of white light with a haze flew direction South-North very fast and disappeared. I was sitting on the sofa in the lou,8/28/2003,0,0.0
75500,2007-08-24 20:10:00,tehran (mazandaran province) (iran),,,other,0.0,,a blue and red UFO,10/08/2007,35.696111,51.423056
75560,2012-08-24 10:25:00,carolina (south africa),,,disk,2.0,2 seconds,On video one craft .. On amateur rocket launch .. 1 min and 29 seconds after rocket was launch&#44UFO appear for split second . it look di,11/19/2012,0,0.0
75971,2001-08-26 01:45:00,dublin (republic of ireland),,,disk,6.0,6 seconds,3 bright orange objects in triangle formation in sky over Ireland.,10/12/2001,0,0.0
75992,2003-08-26 13:00:00,singapore,,,unknown,120.0,a few minutes,Moon-like object spotted up in the sky next to the sun during the afternoon,09/04/2003,1.352083,103.819836
76022,2005-08-26 01:00:00,euleuthera (caribbean sea),,,light,15.0,15 seconds,August  Carribbean cruise includes a UFO sighting off starboard,10/11/2005,25.1,-76.133333
76031,2006-08-26 03:30:00,atlantic ocean (in flight),,,light,300.0,5 min.,Bright light&#44 changing colors&#44 sitting still in the sky for 3-4 minutes and then moving slowly and disapperaing in front of our plane.,10/30/2006,-14.599413,-28.673147
76032,2006-08-26 05:42:00,sun (in vicinity of),,,triangle,0.0,na,SOHO website shows daily sightings of motherships near our sun.  ((NUFORC Note:  Probably not UFO&#39s&#44 we suspect.  PD)),10/30/2006,43.506356,-114.300621
76051,2007-08-26 19:54:00,riyadh (saudi arabia),,,light,20.0,10-20 seconds,A green blinking light in Riyadh&#44 Saudi Arabia and then vanished,4/14/2009,24.711667,46.724167
76058,2008-08-26 14:00:00,spain,,,other,240.0,3-4 mins,We are from the UK&#44 and on our flight back from Majorca&#44 Spain&#44 on the plane when looking out of the window&#44 we noticed a very long and,10/31/2008,40.463667,-3.74922
76067,2009-08-26 05:10:00,the hague (the netherlands),,,oval,4.0,4 seconds,sporting alian crafts,8/27/2009,52.070498,4.3007
76148,2013-08-26 19:20:00,tel aviv (south of) (israel),,,diamond,120.0,2 minutes,A spinning diamond-shaped black and white object seen transversing the sky over a 2 minute period.,8/30/2013,32.0853,34.781768
76174,1999-08-27 22:30:00,durban (south africa),,,fireball,30.0,30 seconds,orange ball,11/20/2001,-29.85868,31.02184
76186,2002-08-27 02:30:00,caribbean sea,,,triangle,300.0,5 minutes,Multi-light triangle shaped UFO over Caribbean Ocean&#44 as viewed from a cruise ship.,2/24/2007,14.540111,-74.967637
76217,2004-08-27 22:20:00,newcastle/alwick (between) (uk/england),,,flash,1200.0,20 minutes,very quick flashes and streaks seen to north during journey between  newcastle and alnwick&#44 england,09/01/2004,55.009962,-1.628304
76312,2010-08-27 20:45:00,uk/wales,,,oval,2.0,seconds,Oval UFO possibly spotted in Port Talbot&#44 South Wales,8/30/2010,52.130661,-3.783712
76363,2012-08-27 20:30:00,bermuda (atlantic ocean),,,triangle,0.0,,3 red dots in sky triangle formation&#44 over south coast of Bermuda.,9/24/2012,32.3078,-64.7505
76682,2003-08-29 10:30:00,curacao (dutch antilles),,,light,120.0,1-2 minutes,Lights in the sky over Curacao,09/04/2003,12.16957,-68.99002
76791,2011-08-29 19:00:00,in flight (unknown location),,,changing,120.0,1-2 minutes,Dark object emits a dark beam at a high altitude.,5/13/2012,38.584329,-108.073096
76852,1979-08-30 02:00:00,france (rural; northern ),,,other,300.0,5 minutes,I am reporting this on behalf of my father&#44 who was a 23 year old teacher at the time.Driving back through rural Northern France to,9/30/2013,46.227638,2.213749
76896,2002-08-30 13:45:00,kerry (republic of ireland),,,sphere,0.01,0.01secs,The object  seemed to move at lightining speed,9/13/2002,52.154461,-9.566863
76962,2004-08-30 10:00:00,atlantic ocean (inflight),,,unknown,5.0,00:05,Beacon type flashes over the Atlantic (Pilot report),09/01/2004,-14.599413,-28.673147
